"Scenario","Region","Variable","Year","Value"
"Global Net-zero","Yukon","Hydro",2040,458.6476224
"Global Net-zero","Yukon","Natural Gas",2040,115.4028133
"Global Net-zero","Yukon","Oil",2040,61.83602189
"Global Net-zero","Yukon","Onshore Wind",2040,52.29950692
"Global Net-zero","Yukon","Solar (Distributed)",2040,1.175932563
"Global Net-zero","Yukon","Solar (Utility scale)",2040,60.36288336
"Global Net-zero","Yukon","Total",2040,753.928436900999
"Canada Net-zero","Alberta","Bioenergy",2041,924.8609646
"Canada Net-zero","Alberta","Bioenergy with CCUS",2041,12745.8
"Canada Net-zero","Alberta","Coal and Coke",2041,0
"Canada Net-zero","Alberta","Hydro",2041,1336.96907
"Canada Net-zero","Alberta","Hydrogen",2041,57.22515439
"Canada Net-zero","Alberta","Natural Gas",2041,1714.499105
"Canada Net-zero","Alberta","Natural Gas with CCUS",2041,21543.29381
"Canada Net-zero","Alberta","Oil",2041,0
"Canada Net-zero","Alberta","Onshore Wind",2041,65994.67176
"Canada Net-zero","Alberta","Solar (Distributed)",2041,2342.383627
"Canada Net-zero","Alberta","Solar (Utility scale)",2041,24253.3286
"Canada Net-zero","Alberta","Uranium SMR",2041,14585.61319
"Canada Net-zero","Alberta","Total",2041,145498.64528099
"Canada Net-zero","British Columbia","Bioenergy",2041,2391.28326764
"Canada Net-zero","British Columbia","Bioenergy with CCUS",2041,1445.4
"Canada Net-zero","British Columbia","Hydro",2041,60928.09429
"Canada Net-zero","British Columbia","Natural Gas",2041,1098.448782
"Canada Net-zero","British Columbia","Natural Gas with CCUS",2041,105.2044006
"Canada Net-zero","British Columbia","Oil",2041,0
"Canada Net-zero","British Columbia","Onshore Wind",2041,22588.00481
"Canada Net-zero","British Columbia","Solar (Distributed)",2041,1601.79972
"Canada Net-zero","British Columbia","Solar (Utility scale)",2041,8333.32109
"Canada Net-zero","British Columbia","Uranium SMR",2041,14054.95406
"Canada Net-zero","British Columbia","Total",2041,112546.51042024
"Canada Net-zero","Manitoba","Bioenergy",2041,46.92855594
"Canada Net-zero","Manitoba","Hydro",2041,50100.0635
"Canada Net-zero","Manitoba","Natural Gas",2041,0
"Canada Net-zero","Manitoba","Oil",2041,0
"Canada Net-zero","Manitoba","Onshore Wind",2041,1389.2844
"Canada Net-zero","Manitoba","Solar (Distributed)",2041,90.98018168
"Canada Net-zero","Manitoba","Solar (Utility scale)",2041,9.892769117
"Canada Net-zero","Manitoba","Uranium SMR",2041,9254.804339
"Canada Net-zero","Manitoba","Total",2041,60891.9537457369
"Canada Net-zero","New Brunswick","Bioenergy",2041,94.85891792
"Canada Net-zero","New Brunswick","Coal and Coke",2041,0
"Canada Net-zero","New Brunswick","Hydro",2041,2552.892421
"Canada Net-zero","New Brunswick","Natural Gas",2041,0
"Canada Net-zero","New Brunswick","Oil",2041,0
"Canada Net-zero","New Brunswick","Onshore Wind",2041,7477.143266
"Canada Net-zero","New Brunswick","Solar (Distributed)",2041,29.72657502
"Canada Net-zero","New Brunswick","Solar (Utility scale)",2041,48.1292859
"Canada Net-zero","New Brunswick","Uranium",2041,5139.181027
"Canada Net-zero","New Brunswick","Uranium SMR",2041,3377.721545
"Canada Net-zero","New Brunswick","Total",2041,18719.65303784
"Canada Net-zero","Newfoundland and Labrador","Hydro",2041,46157.79235
"Canada Net-zero","Newfoundland and Labrador","Natural Gas",2041,6.96
"Canada Net-zero","Newfoundland and Labrador","Oil",2041,0
"Canada Net-zero","Newfoundland and Labrador","Onshore Wind",2041,194.4986979
"Canada Net-zero","Newfoundland and Labrador","Solar (Distributed)",2041,17.9222488
"Canada Net-zero","Newfoundland and Labrador","Solar (Utility scale)",2041,0.019396747
"Canada Net-zero","Newfoundland and Labrador","Total",2041,46377.192693447
"Canada Net-zero","Nova Scotia","Bioenergy",2041,113.1776843
"Canada Net-zero","Nova Scotia","Coal and Coke",2041,0
"Canada Net-zero","Nova Scotia","Hydro",2041,372.7982377
"Canada Net-zero","Nova Scotia","Natural Gas",2041,61.17534944
"Canada Net-zero","Nova Scotia","Offshore Wind",2041,21636.82218
"Canada Net-zero","Nova Scotia","Oil",2041,0
"Canada Net-zero","Nova Scotia","Onshore Wind",2041,1937.00935
"Canada Net-zero","Nova Scotia","Solar (Distributed)",2041,22.06037667
"Canada Net-zero","Nova Scotia","Solar (Utility scale)",2041,0.539401307
"Canada Net-zero","Nova Scotia","Total",2041,24143.5825794169
"Canada Net-zero","Northwest Territories","Hydro",2041,612.8886283
"Canada Net-zero","Northwest Territories","Natural Gas",2041,36.85596638
"Canada Net-zero","Northwest Territories","Oil",2041,15.51847876
"Canada Net-zero","Northwest Territories","Onshore Wind",2041,59.39619994
"Canada Net-zero","Northwest Territories","Solar (Distributed)",2041,0.96816947
"Canada Net-zero","Northwest Territories","Solar (Utility scale)",2041,60.71560612
"Canada Net-zero","Northwest Territories","Total",2041,786.34304897
"Canada Net-zero","Nunavut","Oil",2041,293.0930826
"Canada Net-zero","Nunavut","Onshore Wind",2041,91.93035469
"Canada Net-zero","Nunavut","Solar (Distributed)",2041,0.560373242
"Canada Net-zero","Nunavut","Solar (Utility scale)",2041,44.50166806
"Canada Net-zero","Nunavut","Total",2041,430.085478592
"Canada Net-zero","Ontario","Bioenergy",2041,2423.39340409999
"Canada Net-zero","Ontario","Bioenergy with CCUS",2041,1445.4
"Canada Net-zero","Ontario","Hydro",2041,41688.47705
"Canada Net-zero","Ontario","Natural Gas",2041,3180.540736
"Canada Net-zero","Ontario","Natural Gas with CCUS",2041,9558.171031
"Canada Net-zero","Ontario","Oil",2041,0
"Canada Net-zero","Ontario","Onshore Wind",2041,133169.1258
"Canada Net-zero","Ontario","Solar (Distributed)",2041,4841.023198
"Canada Net-zero","Ontario","Solar (Utility scale)",2041,6543.993132
"Canada Net-zero","Ontario","Uranium",2041,86941.00545
"Canada Net-zero","Ontario","Uranium SMR",2041,76173.35314
"Canada Net-zero","Ontario","Total",2041,365964.4829411
"Canada Net-zero","Prince Edward Island","Bioenergy",2041,2.27970087
"Canada Net-zero","Prince Edward Island","Oil",2041,0
"Canada Net-zero","Prince Edward Island","Onshore Wind",2041,1553.650436
"Canada Net-zero","Prince Edward Island","Solar (Distributed)",2041,5.329384636
"Canada Net-zero","Prince Edward Island","Solar (Utility scale)",2041,95.70006599
"Canada Net-zero","Prince Edward Island","Uranium SMR",2041,1902.049184
"Canada Net-zero","Prince Edward Island","Total",2041,3559.008771496
"Canada Net-zero","Quebec","Bioenergy",2041,1598.79318418
"Canada Net-zero","Quebec","Hydro",2041,264981.1207
"Canada Net-zero","Quebec","Natural Gas",2041,0
"Canada Net-zero","Quebec","Oil",2041,321.653
"Canada Net-zero","Quebec","Onshore Wind",2041,20641.23368
"Canada Net-zero","Quebec","Solar (Distributed)",2041,611.8780552
"Canada Net-zero","Quebec","Solar (Utility scale)",2041,0.397480685
"Canada Net-zero","Quebec","Uranium SMR",2041,17919.35571
"Canada Net-zero","Quebec","Total",2041,306074.431810065
"Canada Net-zero","Saskatchewan","Bioenergy",2041,117.8757367
"Canada Net-zero","Saskatchewan","Bioenergy with CCUS",2041,10687.2
"Canada Net-zero","Saskatchewan","Coal and Coke",2041,0
"Canada Net-zero","Saskatchewan","Coal with CCUS",2041,0
"Canada Net-zero","Saskatchewan","Hydro",2041,4070.145755
"Canada Net-zero","Saskatchewan","Natural Gas",2041,505.9998351
"Canada Net-zero","Saskatchewan","Natural Gas with CCUS",2041,695.4472265
"Canada Net-zero","Saskatchewan","Oil",2041,0
"Canada Net-zero","Saskatchewan","Onshore Wind",2041,19662.03913
"Canada Net-zero","Saskatchewan","Solar (Distributed)",2041,338.8371388
"Canada Net-zero","Saskatchewan","Solar (Utility scale)",2041,2867.131746
"Canada Net-zero","Saskatchewan","Uranium SMR",2041,6530.661378
"Canada Net-zero","Saskatchewan","Total",2041,45475.3379461
"Canada Net-zero","Yukon","Bioenergy",2041,11.4917489589999
"Canada Net-zero","Yukon","Hydro",2041,461.3992348
"Canada Net-zero","Yukon","Natural Gas",2041,132.7532453
"Canada Net-zero","Yukon","Oil",2041,78.51358646
"Canada Net-zero","Yukon","Onshore Wind",2041,51.13600448
"Canada Net-zero","Yukon","Solar (Distributed)",2041,1.160301521
"Canada Net-zero","Yukon","Solar (Utility scale)",2041,60.36288336
"Canada Net-zero","Yukon","Total",2041,796.81700488
"Current Measures","Alberta","Bioenergy",2041,685.74433
"Current Measures","Alberta","Coal and Coke",2041,0
"Current Measures","Alberta","Hydro",2041,1651.074978
"Current Measures","Alberta","Natural Gas",2041,86015.4096
"Current Measures","Alberta","Oil",2041,0
"Current Measures","Alberta","Onshore Wind",2041,18897.01559
"Current Measures","Alberta","Solar (Distributed)",2041,1269.420804
"Current Measures","Alberta","Solar (Utility scale)",2041,6726.424485
"Current Measures","Alberta","Total",2041,115245.089787
"Current Measures","British Columbia","Bioenergy",2041,2651.4107969
"Current Measures","British Columbia","Hydro",2041,63845.7248
"Current Measures","British Columbia","Natural Gas",2041,9513.542377
"Current Measures","British Columbia","Oil",2041,0
"Current Measures","British Columbia","Onshore Wind",2041,17110.76916
"Current Measures","British Columbia","Solar (Distributed)",2041,1010.685742
"Current Measures","British Columbia","Solar (Utility scale)",2041,7584.268499
"Current Measures","British Columbia","Total",2041,101716.4013749
"Current Measures","Manitoba","Bioenergy",2041,1101.986361
"Current Measures","Manitoba","Hydro",2041,36458.15202
"Current Measures","Manitoba","Natural Gas",2041,0
"Current Measures","Manitoba","Oil",2041,0.393613904
"Current Measures","Manitoba","Onshore Wind",2041,5041.231317
"Current Measures","Manitoba","Solar (Distributed)",2041,46.23583003
"Current Measures","Manitoba","Solar (Utility scale)",2041,124.4879938
"Current Measures","Manitoba","Total",2041,42772.487135734
"Current Measures","New Brunswick","Bioenergy",2041,70.43382473
"Current Measures","New Brunswick","Coal and Coke",2041,0
"Current Measures","New Brunswick","Hydro",2041,2318.343791
"Current Measures","New Brunswick","Natural Gas",2041,0
"Current Measures","New Brunswick","Oil",2041,0
"Current Measures","New Brunswick","Onshore Wind",2041,10197.14667
"Current Measures","New Brunswick","Solar (Distributed)",2041,21.63482688
"Current Measures","New Brunswick","Solar (Utility scale)",2041,48.1292859
"Current Measures","New Brunswick","Uranium",2041,5216.813007
"Current Measures","New Brunswick","Total",2041,17872.50140551
"Current Measures","Newfoundland and Labrador","Hydro",2041,45266.06275
"Current Measures","Newfoundland and Labrador","Natural Gas",2041,0
"Current Measures","Newfoundland and Labrador","Oil",2041,0
"Current Measures","Newfoundland and Labrador","Onshore Wind",2041,194.4986979
"Current Measures","Newfoundland and Labrador","Solar (Distributed)",2041,12.06955624
"Current Measures","Newfoundland and Labrador","Solar (Utility scale)",2041,0.019396747
"Current Measures","Newfoundland and Labrador","Total",2041,45472.6504008869
"Current Measures","Nova Scotia","Bioenergy",2041,578.5402921
"Current Measures","Nova Scotia","Coal and Coke",2041,0
"Current Measures","Nova Scotia","Hydro",2041,987.186296
"Current Measures","Nova Scotia","Natural Gas",2041,4465.294552
"Current Measures","Nova Scotia","Oil",2041,0
"Current Measures","Nova Scotia","Onshore Wind",2041,5228.288502
"Current Measures","Nova Scotia","Solar (Distributed)",2041,14.58343914
"Current Measures","Nova Scotia","Solar (Utility scale)",2041,0.539401307
"Current Measures","Nova Scotia","Total",2041,11274.432482547
"Current Measures","Northwest Territories","Hydro",2041,333.1385145
"Current Measures","Northwest Territories","Natural Gas",2041,0
"Current Measures","Northwest Territories","Oil",2041,10.97547408
"Current Measures","Northwest Territories","Onshore Wind",2041,18.79078757
"Current Measures","Northwest Territories","Solar (Distributed)",2041,0.525031349
"Current Measures","Northwest Territories","Solar (Utility scale)",2041,2.694636302
"Current Measures","Northwest Territories","Total",2041,366.124443801
"Current Measures","Nunavut","Bioenergy",2041,149.3182852
"Current Measures","Nunavut","Oil",2041,79.51954347
"Current Measures","Nunavut","Onshore Wind",2041,89.10033492
"Current Measures","Nunavut","Solar (Distributed)",2041,0.247743178
"Current Measures","Nunavut","Solar (Utility scale)",2041,42.85387449
"Current Measures","Nunavut","Total",2041,361.039781258
"Current Measures","Ontario","Bioenergy",2041,1910.952677
"Current Measures","Ontario","Hydro",2041,37273.8867
"Current Measures","Ontario","Natural Gas",2041,9745.240038
"Current Measures","Ontario","Oil",2041,0
"Current Measures","Ontario","Onshore Wind",2041,67103.68338
"Current Measures","Ontario","Solar (Distributed)",2041,4066.562371
"Current Measures","Ontario","Solar (Utility scale)",2041,5903.61439
"Current Measures","Ontario","Uranium",2041,81886.28029
"Current Measures","Ontario","Uranium SMR",2041,1776.616753
"Current Measures","Ontario","Total",2041,209666.836599
"Current Measures","Prince Edward Island","Bioenergy",2041,7.53397284
"Current Measures","Prince Edward Island","Oil",2041,1.763563266
"Current Measures","Prince Edward Island","Onshore Wind",2041,2592.560746
"Current Measures","Prince Edward Island","Solar (Distributed)",2041,2.9833646
"Current Measures","Prince Edward Island","Solar (Utility scale)",2041,62.69352146
"Current Measures","Prince Edward Island","Total",2041,2667.535168166
"Current Measures","Quebec","Bioenergy",2041,18779.47075189
"Current Measures","Quebec","Hydro",2041,247310.0201
"Current Measures","Quebec","Natural Gas",2041,0
"Current Measures","Quebec","Oil",2041,320.616
"Current Measures","Quebec","Onshore Wind",2041,33091.11564
"Current Measures","Quebec","Solar (Distributed)",2041,305.9390276
"Current Measures","Quebec","Solar (Utility scale)",2041,0.397480685
"Current Measures","Quebec","Total",2041,299807.559000175
"Current Measures","Saskatchewan","Bioenergy",2041,233.2171693
"Current Measures","Saskatchewan","Coal and Coke",2041,0
"Current Measures","Saskatchewan","Coal with CCUS",2041,654.81
"Current Measures","Saskatchewan","Hydro",2041,4162.454409
"Current Measures","Saskatchewan","Natural Gas",2041,8555.535657
"Current Measures","Saskatchewan","Oil",2041,0
"Current Measures","Saskatchewan","Onshore Wind",2041,14704.40668
"Current Measures","Saskatchewan","Solar (Distributed)",2041,198.8814611
"Current Measures","Saskatchewan","Solar (Utility scale)",2041,5137.557203
"Current Measures","Saskatchewan","Total",2041,33646.8625794
"Current Measures","Yukon","Bioenergy",2041,5.391911962
"Current Measures","Yukon","Hydro",2041,455.8543714
"Current Measures","Yukon","Natural Gas",2041,70.02391041
"Current Measures","Yukon","Oil",2041,22.334277
"Current Measures","Yukon","Onshore Wind",2041,14.57229873
"Current Measures","Yukon","Solar (Distributed)",2041,0.603947568
"Current Measures","Yukon","Solar (Utility scale)",2041,33.19370718
"Current Measures","Yukon","Total",2041,601.97442425
"Global Net-zero","Alberta","Bioenergy",2041,1028.3593293
"Global Net-zero","Alberta","Bioenergy with CCUS",2041,12745.8
"Global Net-zero","Alberta","Coal and Coke",2041,0
"Global Net-zero","Alberta","Hydro",2041,1315.990994
"Global Net-zero","Alberta","Natural Gas",2041,1420.937774
"Global Net-zero","Alberta","Natural Gas with CCUS",2041,21407.58226
"Global Net-zero","Alberta","Oil",2041,0
"Global Net-zero","Alberta","Onshore Wind",2041,49280.53605
"Global Net-zero","Alberta","Solar (Distributed)",2041,2342.383627
"Global Net-zero","Alberta","Solar (Utility scale)",2041,20577.6114
"Global Net-zero","Alberta","Uranium SMR",2041,1434.278378
"Global Net-zero","Alberta","Total",2041,111553.4798123
"Global Net-zero","British Columbia","Bioenergy",2041,2204.33121624
"Global Net-zero","British Columbia","Bioenergy with CCUS",2041,1445.4
"Global Net-zero","British Columbia","Hydro",2041,60937.956
"Global Net-zero","British Columbia","Natural Gas",2041,541.3151782
"Global Net-zero","British Columbia","Natural Gas with CCUS",2041,740.3470981
"Global Net-zero","British Columbia","Oil",2041,0
"Global Net-zero","British Columbia","Onshore Wind",2041,17841.30544
"Global Net-zero","British Columbia","Solar (Distributed)",2041,1601.79972
"Global Net-zero","British Columbia","Solar (Utility scale)",2041,6772.418992
"Global Net-zero","British Columbia","Uranium SMR",2041,14040.48462
"Global Net-zero","British Columbia","Total",2041,106125.35826454
"Global Net-zero","Manitoba","Bioenergy",2041,57.45765565
"Global Net-zero","Manitoba","Hydro",2041,50115.382
